,,,,,,annual_inc,annual_inc,dti,dti,installment,installment,int_rate,int_rate,loan_amnt,loan_amnt,revol_bal,revol_bal,revol_util,revol_util,total_pymnt,total_pymnt
loan_status,,,,,,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid
term,grade,purpose,emp_length,home_ownership,verification_status,,,,,,,,,,,,,,,,
 36 months,A,major_purchase,new,OWN,Verified,,85502,,11.02,,195.51,,7.88,,6250,,42534,,52.7,,7030.795246
 36 months,A,major_purchase,new,RENT,Not Verified,34000,42000,10.04,8.45,219.36,139.475,7.51,7.51,7000,4650,655,2213,3.1,14.5,4924.79,5001.121236
 36 months,A,major_purchase,new,RENT,Source Verified,45600,48000,11.77,10.49,219.2,159.98,5.79,7.29,7100,5500,3639,3511,14.8,18.9,5513.25,5759.146809
 36 months,A,major_purchase,new,RENT,Verified,40000,42000,18.62,5.79,156.41,285.98,7.88,7.49,5000,9450,3244,2498,29,9,1596.15,10061.98223
 36 months,A,major_purchase,old,MORTGAGE,Not Verified,59000,72000,13.52,9.57,162.51,155.56,7.14,7.14,5225,5000,21618,4058,30.6,13.1,2457.31,5559.94825
 36 months,A,major_purchase,old,MORTGAGE,Source Verified,42500,65902,14.665,11.755,140.225,185.545,7.585,6.915,4500,6000,23380,5587.5,64.65,13.7,3559.1,6657.813406
 36 months,A,major_purchase,old,MORTGAGE,Verified,24000,93000,8.75,8.37,155.9,246.14,7.66,6.99,5000,8000,10451,7178,52,14.4,1629.57,8686.02817
 36 months,A,major_purchase,old,OTHER,Not Verified,,160000,,0.13,,188.02,,8,,6000,,3713,,22.8,,6768.654407
 36 months,A,major_purchase,old,OWN,Not Verified,,60000,,8.85,,151.64,,7.14,,5000,,3878,,12.8,,5458.980466
 36 months,A,major_purchase,old,OWN,Source Verified,,35500,,9.56,,231.245,,5.91,,7625,,2830,,6.2,,8307.868628
 36 months,A,major_purchase,old,OWN,Verified,45850,91000,5.48,9.44,220.635,250.33,7.39,6.54,7100,8300,145,5267,0.75,9.6,5561.655,9012.664017
 36 months,A,major_purchase,old,RENT,Not Verified,,48000,,10.05,,153.84,,7.29,,5000,,3032,,12.6,,5472.572713
 36 months,A,major_purchase,old,RENT,Source Verified,86500,56880,10.19,12.355,217.375,336.01,7.4,7.49,7000,11000,4739.5,8539,42.75,34.45,5488.88,11482.12312
 36 months,A,major_purchase,old,RENT,Verified,,48862,,5.34,,262.385,,7.685,,8400,,5183.5,,14.4,,8959.393162
 36 months,A,medical,mid,MORTGAGE,Not Verified,,58832,,12.56,,154.895,,6.955,,5000,,3459.5,,24.95,,5525.088433
 36 months,A,medical,mid,MORTGAGE,Source Verified,,89602,,17.31,,168.97,,7.51,,5400,,1718,,9.8,,5984.863036
 36 months,A,medical,mid,MORTGAGE,Verified,,105000,,10.68,,311.8,,7.66,,10000,,11143,,64.9,,11225.49263
 36 months,A,medical,mid,OWN,Not Verified,,95327.44,,0.96,,135.03,,7.74,,4325,,2792,,5.4,,4438.938959
 36 months,A,medical,mid,RENT,Not Verified,,45240,,13.33,,99.35,,7.51,,3200,,5709,,29.7,,3549.71422
 36 months,A,medical,mid,RENT,Source Verified,,40000,,8.89,,218.335,,7.105,,7000,,1969.5,,8.75,,7747.496019
 36 months,A,medical,mid,RENT,Verified,,52500,,7.33,,243.435,,8.42,,7750,,2397,,24.45,,8585.57353
 36 months,A,medical,new,MORTGAGE,Not Verified,72800,65000,9.26,12.09,385.14,205.47,9.63,7.49,12000,6500,4087,4026,23.4,27.4,8087.82,6546.73
 36 months,A,medical,new,MORTGAGE,Source Verified,55000,60000,13.73,4.98,119.47,365.01,7.16,6.62,3800,12000,5148.5,4516,15.25,18.9,2765.965,12771.64887
 36 months,A,medical,new,MORTGAGE,Verified,120000,90000,4.71,6.05,370.48,305,6.99,6.62,12000,10000,9489,3197,34,6,2937.04,10979.94456
 36 months,A,medical,new,OWN,Not Verified,,31998,,3.995,,83.895,,7.43,,2700,,269.5,,1.55,,2934.266714
 36 months,A,medical,new,OWN,Source Verified,,32000,,4.84,,55.21,,7.14,,1800,,2609,,17.9,,1981.391265
 36 months,A,medical,new,OWN,Verified,,140000,,5.6,,385.43,,7.085,,12500,,11126,,7.95,,13874.3065
 36 months,A,medical,new,RENT,Not Verified,43500,44004,4.51,13.35,94.72,140.49,8.54,7.68,3000,4500,4244,2561,56.15,14.4,1014,4893.081956
 36 months,A,medical,new,RENT,Source Verified,30450,45000,10.275,8.58,174.525,152.18,8.645,7.49,5512.5,5000,5684,2540,41.5,13.1,1155.51,5065.931768
 36 months,A,medical,new,RENT,Verified,,48000,,4.7,,311.8,,7.29,,10000,,2983,,7.5,,11163.54473
 36 months,A,medical,old,MORTGAGE,Not Verified,,60000,,7.65,,185.74,,6.875,,6000,,2759,,10.65,,6546.150953
 36 months,A,medical,old,MORTGAGE,Source Verified,,71000,,9.96,,204.44,,6.875,,6500,,6029.5,,12.35,,7057.644038
 36 months,A,medical,old,MORTGAGE,Verified,,82000,,13.07,,223.855,,6.395,,7187.5,,11774.5,,26.2,,7938.972166
 36 months,A,medical,old,OWN,Not Verified,27600,42000,20.96,17.98,219.04,245.63,7.9,6.62,7000,8000,0,13660,0,12.9,656.34,8050.31
 36 months,A,medical,old,OWN,Source Verified,59928,85500,8.47,10.86,555.05,322.96,6.91,7.26,18000,10500,2126,17612.5,4.4,38.65,13158.17,11611.80756
 36 months,A,medical,old,OWN,Verified,,64800,,14.39,,93.85,,7.88,,3000,,867,,22.2,,3378.408466
 36 months,A,medical,old,RENT,Not Verified,33996,47818.68,15.21,7.48,219.36,186.67,8,7.51,7000,6000,17576,1721,36.3,11.3,4389.34,6720.033776
 36 months,A,medical,old,RENT,Source Verified,,61000,,9.685,,140.17,,6.65,,4600,,2798.5,,17.9,,5046.136015
 36 months,A,medical,old,RENT,Verified,,43108,,23.58,,219.14,,7.29,,7200,,5486,,10.6,,7850.799209
 36 months,A,moving,mid,MORTGAGE,Not Verified,,92000,,8.03,,187.75,,7.49,,6000,,10,,0.1,,6758.656935
 36 months,A,moving,mid,MORTGAGE,Source Verified,,64000,,6.37,,257.87,,6.935,,10500,,5409,,22.1,,9065.211154
 36 months,A,moving,mid,MORTGAGE,Verified,,129000,,13.535,,245.13,,6.875,,7950,,27788,,10.5,,8288.100738
 36 months,A,moving,mid,OWN,Source Verified,,33004,,2.29,,158.06,,8.59,,5000,,2870,,11.4,,5689.867913
 36 months,A,moving,mid,RENT,Not Verified,47500,70000,13.035,12.54,122.815,123.37,6.825,7.88,4000,4000,4077,2426,40.85,29.6,1557.005,4441.459336
 36 months,A,moving,mid,RENT,Source Verified,9600,43500,9.75,6.02,31.57,201.79,8.49,7.065,1000,6500,1603,3317,33.4,16.5,387.55,7220.118131
 36 months,A,moving,mid,RENT,Verified,85004,52500,7.19,6.405,288.85,384.3,9.63,8.205,9000,12500,11,4195,0.1,12.1,4026.88,13138.70308
 36 months,A,moving,new,MORTGAGE,Not Verified,52500,75000,5.19,8.395,155.51,153.645,7.49,7.455,5000,4900,9204,6362,29.3,37.85,4251.47,5525.951012
 36 months,A,moving,new,MORTGAGE,Source Verified,,62000,,6.81,,174.17,,6.76,,5600,,666,,2.5,,6270.083948
 36 months,A,moving,new,MORTGAGE,Verified,,141800,,15,,484.37,,6.875,,15500,,2631.5,,5.95,,17437.20366
 36 months,A,moving,new,OWN,Not Verified,,26000,,1.71,,77.76,,7.49,,2500,,20,,0.1,,2711.059446
 36 months,A,moving,new,OWN,Source Verified,,40000,,10.47,,111.15,,6.99,,3600,,331,,16.5,,4001.044263
 36 months,A,moving,new,OWN,Verified,,150412.5,,8.68,,387.845,,7.24,,16575,,0,,0,,13962.08889
 36 months,A,moving,new,RENT,Not Verified,35000,40500,19.82,11.16,50.05,116.54,7.88,7.71,1600,3800,2449,2656,12.5,15.3,361.22,4128.248363
 36 months,A,moving,new,RENT,Source Verified,38430,65000,14.27,7.28,94.285,189.38,8.195,7.88,3000,6000,1282,2634,41.35,12.7,1583.995,6490.425684
 36 months,A,moving,new,RENT,Verified,39359,61500,15.55,17.4,277.86,92.165,6.99,7.105,9000,3000,4177,2728,32.9,32.05,4214.8,3317.985026
 36 months,A,moving,old,MORTGAGE,Not Verified,,64000,,5.73,,155.05,,7.29,,5000,,9363,,21,,5269.276437
 36 months,A,moving,old,MORTGAGE,Source Verified,,105430,,8.49,,245.075,,7.25,,8000,,4836,,20.15,,8585.567609
 36 months,A,moving,old,MORTGAGE,Verified,,97781,,12.08,,289.04,,6.99,,9600,,11018,,30.2,,10405.59608
 36 months,A,moving,old,OWN,Source Verified,,25200,,0,,122.67,,6.54,,4000,,0,,0,,4416.323172
 36 months,A,moving,old,RENT,Not Verified,55500,39000,17.035,16.35,139.02,83.76,6.455,7.17,4500,2700,21030.5,7356,64.7,26.5,1259.47,2882.501902
 36 months,A,moving,old,RENT,Source Verified,,24000,,15.31,,223.63,,7.29,,7000,,9320,,14.5,,8048.802462
 36 months,A,moving,old,RENT,Verified,,63880,,10.215,,203.005,,7.4,,6500,,2089,,11.35,,7307.973709
 36 months,A,other,mid,MORTGAGE,Not Verified,51652,70000,15.265,11.49,53.72,156.1,7.38,7.49,5600,5000,58898.5,5961,3.5,16.6,1207.695,5599.852949
 36 months,A,other,mid,MORTGAGE,Source Verified,110004,60325,12.19,6.755,78.91,197.84,8.49,7.14,2500,6500,22398,5023.5,87.8,14.7,1265.78,6895.172127
 36 months,A,other,mid,MORTGAGE,Verified,,72000,,13.05,,218.97,,7.49,,7000,,3791,,24.6,,7882.922222
 36 months,A,other,mid,OTHER,Not Verified,,125000,,5.46,,112.82,,8,,7500,,3638,,20.3,,4062.635762
 36 months,A,other,mid,OWN,Not Verified,,54996,,9,,164.11,,7.74,,5275,,5887,,11.4,,5371.67
 36 months,A,other,mid,OWN,Source Verified,,45500,,11.905,,171.08,,7.5,,5500,,3932,,13,,5751.159775
 36 months,A,other,mid,OWN,Verified,,90000,,21.32,,115.66,,6.03,,3800,,0,,0,,4104.259128
 36 months,A,other,mid,RENT,Not Verified,36000,54500,20.22,12.795,154.21,191.035,7.49,7.51,5000,6200,2777,5161,27.9,25,2152.08,6853.511738
 36 months,A,other,mid,RENT,Source Verified,42228,41000,23.22,12.5,77.95,205.32,7.66,7.49,2500,6750,2695,3393,39.3,24.4,928.92,7355.339081
 36 months,A,other,mid,RENT,Verified,84996,54996,16.14,10.33,186.67,309.4,7.51,7.51,6000,10000,4997,6981,35.2,20.1,6378.11,11138.66433
 36 months,A,other,new,MORTGAGE,Not Verified,43000,60000,17.44,8.57,111.21,179.45,8.94,7.74,3500,6000,10659,3925,58,17.35,1386.22,6146.828888
 36 months,A,other,new,MORTGAGE,Source Verified,78000,65000,10.23,8.34,71.56,191.69,7.51,6.92,2300,6000,15190,4815,26.1,12.9,983.05,6442.007726
 36 months,A,other,new,MORTGAGE,Verified,73482,78998,21.04,9.3,303.65,260.4,7.705,7.585,9750,8250,43695,3700.5,40.05,16.05,3912.1,9314.53329
 36 months,A,other,new,OTHER,Not Verified,,40000,,7.26,,37.61,,8,,1200,,3770,,18.6,,1245.057658
 36 months,A,other,new,OWN,Not Verified,40550,31500,19.755,7.14,154.515,137.62,7.055,7.51,5000,4500,41250.5,2874.5,44.6,13.15,1860.57,4938.800433
 36 months,A,other,new,OWN,Source Verified,,20000,,13.56,,100.1,,7.88,,3200,,6888,,17.7,,3603.803442
 36 months,A,other,new,OWN,Verified,32004,18000,1.84,24.4,210.1,48.26,9.07,6.03,6600,1600,4889,1195,10.7,13.8,3375.97,1737.193515
 36 months,A,other,new,RENT,Not Verified,30000,47000,11.4,10.14,82.44,152.18,7.705,7.51,2650,5000,4819.5,2741,33.35,14.3,900.935,5477.62756
 36 months,A,other,new,RENT,Source Verified,45000,48500,6.13,8.96,222.28,191.69,7.88,7.29,7000,6000,9924,3005,27.7,20,5872.44,6794.585719
 36 months,A,other,new,RENT,Verified,15090,51000,10.42,9.49,208.91,218.97,8.49,7.51,6700,7000,6103,2023,51.5,13.5,1066.54,7883.38025
 36 months,A,other,old,MORTGAGE,Not Verified,87000,60000,12.31,10.14,277.755,171.06,7.95,7.49,9000,5500,24703,6155,53.55,23.4,3607.77,6142.333588
 36 months,A,other,old,MORTGAGE,Source Verified,,70000,,12.44,,183,,7.49,,6000,,11579,,36.6,,6579.201392
 36 months,A,other,old,MORTGAGE,Verified,68400,85699.5,4.62,10.525,198.27,304.68,7.325,7.5,6400,10000,7598.5,13297.5,40.1,24.35,4415.445,10754.49994
 36 months,A,other,old,OWN,Not Verified,44617.5,47500,21.31,10.49,122.165,155.43,7.815,7.51,3900,5000,9147.5,8554.5,51.1,34,1885.725,5530.074505
 36 months,A,other,old,OWN,Source Verified,30000,52000,14.95,9.02,154.37,219.14,7.29,7.14,5000,7200,714,5760,44.6,17.9,2676.04,7888.876009
 36 months,A,other,old,OWN,Verified,51996,61500,17.06,11.35,61,374.28,6.17,7.49,2000,12000,22555,11451.5,66.3,23.75,304.65,12631.43723
 36 months,A,other,old,RENT,Not Verified,52500,52550,8.585,12.43,188.47,174.92,7.455,7.49,6062.5,5750,8286,4606,26.9,25.6,2885.135,6199.768157
 36 months,A,other,old,RENT,Source Verified,45000,46596,17.33,13.46,72.865,153.73,8.695,7.51,2300,5000,12809.5,3446,41.7,22.45,2358.76,5525.379045
 36 months,A,other,old,RENT,Verified,115000,55000,12.22,15.75,560,245.63,7.51,7.14,18000,8000,19871,4729,65.5,24.2,12319.15,8473.625244
 36 months,A,renewable_energy,mid,MORTGAGE,Not Verified,,74700,,8.815,,359.11,,7.685,,11500,,6662.5,,23.95,,12388.43858
 36 months,A,renewable_energy,mid,MORTGAGE,Source Verified,,60000,,22.54,,105.9,,8.59,,3350,,32143,,61.7,,3723.789322
 36 months,A,renewable_energy,new,MORTGAGE,Not Verified,,95000,,9.79,,318.33,,9.07,,10000,,0,,0,,11457.21014
 36 months,A,renewable_energy,new,MORTGAGE,Source Verified,,33000,,2.36,,251.585,,6.325,,8200,,3663.5,,16,,8542.027757
 36 months,A,renewable_energy,new,MORTGAGE,Verified,88000,,26.82,,84.49,,7.9,,2700,,14552,,71.2,,1709.51,
 36 months,A,renewable_energy,new,OWN,Source Verified,,10980,,14.86,,46.52,,7.29,,1500,,0,,0,,1674.511186
 36 months,A,renewable_energy,new,RENT,Not Verified,36000,,13.3,,259.07,,6.92,,8400,,6998,,13.2,,6883.03,
 36 months,A,renewable_energy,new,RENT,Source Verified,70000,111000,10.77,7.78,111.97,281.915,7.49,7.41,3600,9100,1683,11869,54.3,20.35,3128.53,10129.37259
 36 months,A,renewable_energy,old,MORTGAGE,Not Verified,,54000,,8.47,,63.92,,7.51,,2100,,16902,,51.9,,2217.499811
 36 months,A,renewable_energy,old,MORTGAGE,Source Verified,,109000,,9.94,,185.05,,6.62,,6000,,24165,,34.7,,6581.508236
 36 months,A,renewable_energy,old,MORTGAGE,Verified,,100000,,7.55,,138.17,,5.79,,4500,,6281,,26.8,,4962.694205
 36 months,A,renewable_energy,old,RENT,Not Verified,,77500,,11.585,,311.02,,7.49,,10000,,18032,,54.6,,10884.85484
 36 months,A,renewable_energy,old,RENT,Source Verified,,41000,,10.65,,147.07,,7.9,,4700,,2297,,35.9,,5267.712374
 36 months,A,renewable_energy,old,RENT,Verified,79000,,8.95,,466.67,,7.51,,15000,,12363,,18.8,,12830.7,
 36 months,A,small_business,mid,MORTGAGE,Not Verified,75000,61050,5.18,9.145,260.88,155.13,6.99,7.315,8450,5000,9698,4266,57.4,18.55,7171.61,5567.497609
 36 months,A,small_business,mid,MORTGAGE,Source Verified,70000,85000,23.52,7.26,189.38,307.04,8.49,6.62,6000,10000,18365,13861,83.5,34.5,6060.16,10678.14876
 36 months,A,small_business,mid,MORTGAGE,Verified,61500,62000,15.4,7.265,921.11,545.19,6.62,7.705,30000,20250,3051,16185.5,9.4,42.1,19230.57,19578.29394
 36 months,A,small_business,mid,OTHER,Verified,,112000,,0.43,,287.53,,9.32,,9000,,1074,,3.9,,10350.67163
 36 months,A,small_business,mid,OWN,Not Verified,,60000,,7.45,,370.48,,8.49,,12000,,1402,,3.3,,13173.35797
 36 months,A,small_business,mid,OWN,Source Verified,40000,,19.41,,242.62,,5.79,,8000,,1986,,6.5,,1523.92,
 36 months,A,small_business,mid,OWN,Verified,,75000,,8.82,,308.41,,6.92,,10000,,12450,,9.6,,11102.57365
 36 months,A,small_business,mid,RENT,Not Verified,75000,42500,7.9,13.915,155.51,155.415,7.49,7.695,5000,5500,9975,2581.5,49,22.5,1371.57,5601.673173
 36 months,A,small_business,mid,RENT,Source Verified,45000,35000,3.955,13.11,270.86,136.96,7.26,7.49,8750,4500,3966.5,2528,18.35,7.8,7061.575,4627.395967
 36 months,A,small_business,mid,RENT,Verified,29000,73500,2.69,6.3,310.1,311.11,7.29,7.51,10000,11000,1897,3107,37.2,12.55,7939.72,11194.85973
 36 months,A,small_business,new,MORTGAGE,Not Verified,135000,60500,8.04,8.285,309.42,220.425,7.14,7.51,10000,7187.5,8024,5024,41.8,15.1,8043.74,7708.085871
 36 months,A,small_business,new,MORTGAGE,Source Verified,66000,63750,7.75,10.24,156.46,261.605,7.9,6.805,5000,8600,16396,2304,47.9,11.6,4063.28,9409.128284
 36 months,A,small_business,new,MORTGAGE,Verified,57000,67500,18.6,7.465,429.35,368.475,6.91,6.915,14000,15000,6899,4622,35.7,11.85,5730.81,13175.1354
 36 months,A,small_business,new,OTHER,Verified,,82000,,4.71,,471.79,,9.63,,14700,,3629,,17.9,,16984.27148
 36 months,A,small_business,new,OWN,Not Verified,60000,30500,7.8,20.22,308.41,186.05,6.92,9.475,10000,5800,217,10156.5,1.6,56.15,4538.55,6697.52786
 36 months,A,small_business,new,OWN,Source Verified,,56000,,12.11,,251.67,,8.39,,8000,,528,,6.2,,8716.9897
 36 months,A,small_business,new,OWN,Verified,,66500,,10.555,,730.48,,9.06,,23050,,27349.5,,12.85,,25440.63571
 36 months,A,small_business,new,RENT,Not Verified,53288,40000,11.85,7.25,209.54,187.14,7.99,7.51,6700,6000,3590,1987,19.3,26.2,2840.175,6581.517707
 36 months,A,small_business,new,RENT,Source Verified,27000,48000,8.63,11.28,153.52,212.245,8.49,7.49,5000,6900,4022,1756,34.4,13.6,1191.36,7640.529195
 36 months,A,small_business,new,RENT,Verified,65500,53100,10.575,13.61,370.55,338.045,8.52,7.89,11750,11000,2961.5,3059.5,10.45,14,4259.2,11952.4348
 36 months,A,small_business,old,MORTGAGE,Not Verified,90000,67000,8.93,12.86,425.3,219.36,9.38,7.49,18000,7000,126302,9863,27.6,21.5,13971.72,7896.701749
 36 months,A,small_business,old,MORTGAGE,Source Verified,,67800,,7.535,,301.24,,7.49,,9500,,12584,,30.05,,10298.6307
 36 months,A,small_business,old,MORTGAGE,Verified,52000,72000,12.89,9.66,278.74,433.28,8.49,7.49,8725,15000,8356,5390,41.1,10.7,3900.91,15597.7734
 36 months,A,small_business,old,OWN,Not Verified,,69996,,1.08,,255.58,,7.88,,8000,,1773,,8.6,,8541.663712
 36 months,A,small_business,old,OWN,Source Verified,,50000,,6.43,,217.07,,7.14,,7000,,510,,5.3,,7814.481311
 36 months,A,small_business,old,OWN,Verified,,55000,,8.105,,309.615,,7.77,,9912.5,,15018,,28.4,,11146.02448
 36 months,A,small_business,old,RENT,Not Verified,53700,60000,23.095,17.57,193.95,230.41,6.845,7.51,6287.5,7300,11829.5,5263,45.8,39.8,3286.855,7904.651858
 36 months,A,small_business,old,RENT,Source Verified,60000,54000,21.9,6.645,152.5,228.145,6.17,7.78,5000,7300,9915,8052,41.7,47.4,2435.04,8213.440361
 36 months,A,small_business,old,RENT,Verified,,42500,,14.44,,310.1,,7.88,,10000,,11437,,34,,11164.30985
 36 months,A,vacation,mid,MORTGAGE,Not Verified,,80000,,11.115,,118.26,,7.315,,3800,,2928.5,,11.75,,4100.994519
 36 months,A,vacation,mid,MORTGAGE,Source Verified,,77500,,17.205,,179.27,,7.025,,5800,,9923,,55.45,,6454.082321
 36 months,A,vacation,mid,MORTGAGE,Verified,,97800,,11.605,,201.01,,7.065,,6500,,3793.5,,16.75,,7181.275014
 36 months,A,vacation,mid,OWN,Not Verified,,60000,,10.86,,151.64,,5.79,,5000,,1857,,21.9,,5420.013221
 36 months,A,vacation,mid,OWN,Verified,,22000,,23.13,,246.99,,6.99,,8000,,1800,,32.7,,8891.248716
 36 months,A,vacation,mid,RENT,Not Verified,37000,43000,6.55,14.4,249.44,125.13,7.66,7.66,8000,4000,6360,4110,30.7,9.2,1080.06,4071.97
 36 months,A,vacation,mid,RENT,Source Verified,,42900,,14.175,,170.515,,6.765,,5500,,8501,,42.9,,5936.377877
 36 months,A,vacation,mid,RENT,Verified,,28000,,13.39,,153.34,,6.92,,5000,,1751,,9.4,,5520.354006
 36 months,A,vacation,new,MORTGAGE,Not Verified,,57548,,8.96,,252.065,,8.295,,8000,,37261.5,,6.5,,8554.82181
 36 months,A,vacation,new,MORTGAGE,Source Verified,59400,55000,7.665,11.78,184.325,248.355,6.65,6.01,6000,8150,5247,3817,12.35,12.9,2760.975,8523.670381
 36 months,A,vacation,new,MORTGAGE,Verified,,70500,,7.065,,228.015,,7.21,,9000,,4940,,11.05,,7964.528609
 36 months,A,vacation,new,OWN,Not Verified,,65000,,17.13,,175.49,,8,,5600,,4728,,18.8,,6317.336683
 36 months,A,vacation,new,OWN,Source Verified,,22500,,7.405,,119.595,,6.09,,3950,,654.5,,5.85,,4171.21992
 36 months,A,vacation,new,RENT,Not Verified,48500,40000,15.23,9.03,266.6,155.55,8.185,7.51,8500,5000,3983.5,2677,26.85,31.5,4100.13,5490.750979
 36 months,A,vacation,new,RENT,Source Verified,,75000,,17.16,,88.98,,6.75,,2900,,6159,,48.35,,3091.931105
 36 months,A,vacation,new,RENT,Verified,113300,75000,12.75,20.13,190.14,122.4,6.54,6.39,8000,4000,11256,2097,57.7,5.2,6346.98,4155.2
 36 months,A,vacation,old,MORTGAGE,Not Verified,,56760,,15.01,,154.43,,6.805,,5000,,5042,,20.85,,5559.687421
 36 months,A,vacation,old,MORTGAGE,Source Verified,,67386,,8.73,,93.34,,6.39,,3000,,5788,,22.6,,3359.93553
 36 months,A,vacation,old,MORTGAGE,Verified,,70000,,13.81,,184.61,,6.76,,6000,,4739,,30.8,,6624.447553
 36 months,A,vacation,old,OWN,Not Verified,,51000,,1.51,,180.96,,6.62,,6000,,1838,,4.4,,6431.111062
 36 months,A,vacation,old,RENT,Not Verified,43200,51123,15.47,5.925,49.77,145.46,7.51,7.51,1600,4750,2769,2243.5,12,10.2,940.14,5176.046268
 36 months,A,vacation,old,RENT,Source Verified,,57400,,5.99,,106.405,,6.35,,3500,,263,,15.5,,3750.070984
 36 months,A,vacation,old,RENT,Verified,49000,65000,13.83,24.55,226.465,62.59,7.26,7.9,7300,2000,15745.5,28666,25.2,81.4,2751.535,2230.972502
 36 months,A,wedding,mid,MORTGAGE,Not Verified,,68874,,8.975,,261.855,,6.51,,8400,,7199.5,,28.65,,8972.124853
 36 months,A,wedding,mid,MORTGAGE,Source Verified,,66000,,10.455,,360.81,,6.99,,12400,,2921,,15.35,,12479.83013
 36 months,A,wedding,mid,MORTGAGE,Verified,132000,69125,22.85,11.285,426.99,269.19,6.17,7.24,14000,8600,9940,4232.5,40.4,14.25,5850.87,9689.63891
 36 months,A,wedding,mid,OWN,Not Verified,,41500,,15.27,,139.285,,7.255,,4500,,8513.5,,32.65,,4650.433837
 36 months,A,wedding,mid,OWN,Source Verified,,55000,,20.4,,488.13,,7.9,,15600,,14963,,23.9,,16178.2806
 36 months,A,wedding,mid,RENT,Not Verified,,54996,,10.58,,197.36,,7.49,,6500,,2167,,21.9,,7104.852952
 36 months,A,wedding,mid,RENT,Source Verified,,70000,,6.55,,249.76,,7.49,,8000,,2441.5,,14.5,,8599.238489
 36 months,A,wedding,mid,RENT,Verified,,66875,,16.43,,292.175,,7.325,,9500,,3018,,13.9,,10497.17643
 36 months,A,wedding,new,MORTGAGE,Not Verified,,63000,,10.1,,172.245,,7.325,,5500,,7834,,22.15,,6184.556165
 36 months,A,wedding,new,MORTGAGE,Source Verified,,65000,,7.36,,185.025,,7.205,,6000,,4582.5,,26.7,,6590.61468
 36 months,A,wedding,new,MORTGAGE,Verified,,111480,,6.465,,336.86,,7.585,,11000,,8377,,27.6,,11958.08263
 36 months,A,wedding,new,OWN,Not Verified,,48000,,15.505,,102.175,,7.435,,3250,,2920.5,,33.3,,3673.210175
 36 months,A,wedding,new,OWN,Source Verified,,30000,,13.76,,153.52,,6.62,,5000,,6758,,40,,5524.129414
 36 months,A,wedding,new,OWN,Verified,,28000,,18.94,,233.35,,6.62,,7600,,7906,,27.1,,8400.510777
 36 months,A,wedding,new,RENT,Not Verified,137004,57500,12.15,10.965,177.02,212.24,8.59,7.88,5600,6700,38084,3701,81,22.5,1306.19,7375.979196
 36 months,A,wedding,new,RENT,Source Verified,,65000,,12.475,,226.19,,7.49,,7750,,2306,,18.35,,7582.96793
 36 months,A,wedding,new,RENT,Verified,85000,54000,12.83,14.56,578.87,311.19,7.9,7.29,18500,10000,13618,2534,24.5,19,3629.22,10956.77596
 36 months,A,wedding,old,MORTGAGE,Not Verified,60000,61500,25.88,11.14,256.36,211.86,5.42,7.585,8500,7000,14043,6958,23,12.8,1792.77,7509.856477
 36 months,A,wedding,old,MORTGAGE,Source Verified,,77000,,6.51,,188.02,,8,,6000,,20991,,47,,6768.592513
 36 months,A,wedding,old,MORTGAGE,Verified,,122370.5,,8.845,,492.685,,7.065,,16000,,13609,,20.15,,17475.47756
 36 months,A,wedding,old,OWN,Not Verified,,63500,,10.69,,259.8,,9.13,,8200,,9040.5,,30.6,,9352.636861
 36 months,A,wedding,old,OWN,Source Verified,,37100,,9.545,,461.605,,6.77,,15000,,2076.5,,9.15,,16509.09092
 36 months,A,wedding,old,OWN,Verified,,32500,,14.63,,143.28,,7.31,,5500,,31214,,38.45,,5157.823598
 36 months,A,wedding,old,RENT,Not Verified,,52000,,14.1,,243.34,,6.76,,8000,,6764,,26.6,,8760.210626
 36 months,A,wedding,old,RENT,Source Verified,,52249.92,,7.44,,308.41,,7.49,,10000,,6240,,39.8,,11102.57365
 36 months,A,wedding,old,RENT,Verified,,55183.2,,20.99,,287.195,,8.225,,9125,,4160.5,,22.2,,10338.78886
 36 months,B,car,mid,MORTGAGE,Not Verified,87000,82060,19.43,16.265,195.72,133.76,10.745,10.87,6000,4125,19514.5,34345,54.65,54.5,4873.005,4621.925424
 36 months,B,car,mid,MORTGAGE,Source Verified,,65500,,4.06,,215.03,,11.305,,6500,,2600,,18.3,,7450.735324
 36 months,B,car,mid,MORTGAGE,Verified,,75120,,19.73,,233.45,,10.82,,7200,,15740.5,,45.95,,8165.260766
 36 months,B,car,mid,OWN,Not Verified,,43200,,9.36,,148.85,,10.99,,4500,,5715,,52.6,,5358.251209
 36 months,B,car,mid,OWN,Source Verified,,113400,,11.38,,69.75,,11.99,,2100,,15050,,52.3,,2510.570202
